CMDLINE python3 emg.py 1 512
MEM 0.964844 1676165387.1330
MEM 11.316406 1676165387.2733
MEM 34.972656 1676165387.4135
MEM 45.066406 1676165387.5505
MEM 53.316406 1676165387.6884
MEM 61.078125 1676165387.8264
MEM 67.164062 1676165387.9640
MEM 72.976562 1676165388.1022
MEM 83.890625 1676165388.2411
MEM 102.105469 1676165388.3929
MEM 113.054688 1676165388.5491
MEM 121.160156 1676165388.6908
MEM 124.886719 1676165388.8314
MEM 128.359375 1676165388.9741
MEM 129.132812 1676165389.1268
MEM 134.015625 1676165389.2657
MEM 137.542969 1676165389.4054
MEM 140.437500 1676165389.5444
MEM 143.789062 1676165389.6839
MEM 146.882812 1676165389.8240
MEM 148.945312 1676165389.9627
MEM 151.007812 1676165390.1016
MEM 158.855469 1676165390.2432
MEM 162.902344 1676165390.4132
MEM 168.308594 1676165390.5533
MEM 172.851562 1676165390.6959
MEM 177.863281 1676165390.8350
MEM 182.328125 1676165390.9746
MEM 189.808594 1676165391.1149
MEM 204.140625 1676165391.2566
MEM 196.273438 1676165391.3993
MEM 194.714844 1676165391.5364
MEM 194.714844 1676165391.6991
MEM 194.714844 1676165391.8389
MEM 194.714844 1676165391.9794
MEM 194.714844 1676165392.1204
MEM 194.714844 1676165392.2616
MEM 194.714844 1676165392.4313
MEM 194.714844 1676165392.5676
MEM 194.714844 1676165392.7050
MEM 194.714844 1676165392.8420
MEM 194.714844 1676165392.9784
MEM 194.714844 1676165393.1146
MEM 194.714844 1676165393.2505
MEM 194.714844 1676165393.3878
MEM 194.714844 1676165393.5245
MEM 194.714844 1676165393.6613
MEM 194.714844 1676165393.7975
MEM 194.714844 1676165393.9343
MEM 194.714844 1676165394.0717
MEM 194.714844 1676165394.2084
MEM 194.714844 1676165394.3445
MEM 194.714844 1676165394.4803
MEM 194.714844 1676165394.6163
MEM 194.714844 1676165394.7526
MEM 194.714844 1676165394.8893
MEM 194.714844 1676165395.0281
MEM 194.714844 1676165395.1643
MEM 194.714844 1676165395.3007
MEM 197.449219 1676165395.4409
MEM 197.960938 1676165395.5876
MEM 198.441406 1676165395.7418
MEM 200.238281 1676165395.8891
MEM 199.054688 1676165396.0365
MEM 199.089844 1676165396.2219
MEM 200.605469 1676165396.4019
MEM 200.089844 1676165396.5683
MEM 201.457031 1676165396.7583
MEM 201.433594 1676165396.9784
MEM 201.578125 1676165397.1597
MEM 203.628906 1676165397.3605
MEM 202.785156 1676165397.5209
MEM 203.179688 1676165397.6967
MEM 203.078125 1676165397.8890
MEM 204.261719 1676165398.0795
MEM 211.351562 1676165398.2738
MEM 214.960938 1676165398.4391
MEM 214.960938 1676165398.5955
MEM 214.960938 1676165398.7595
MEM 214.960938 1676165398.9220
MEM 219.085938 1676165399.0894
MEM 215.082031 1676165399.2554
MEM 217.144531 1676165399.4223
MEM 217.140625 1676165399.5876
MEM 217.140625 1676165399.7436
MEM 219.203125 1676165399.9038
MEM 219.203125 1676165400.1142
MEM 217.324219 1676165400.3330
MEM 211.175781 1676165400.5140
MEM 215.558594 1676165400.6580
MEM 217.105469 1676165400.8128
MEM 217.105469 1676165400.9827
MEM 217.105469 1676165401.1325
MEM 217.105469 1676165401.2887
MEM 217.105469 1676165401.4597
MEM 217.160156 1676165401.6121
MEM 212.242188 1676165401.7694
MEM 213.273438 1676165401.9115
MEM 217.398438 1676165402.0637
MEM 217.398438 1676165402.2112
MEM 217.398438 1676165402.3782
MEM 217.398438 1676165402.5576
MEM 217.398438 1676165402.7068
MEM 217.398438 1676165402.8619
MEM 217.656250 1676165403.0186
MEM 217.656250 1676165403.1611
MEM 217.089844 1676165403.3409
MEM 219.152344 1676165403.4970
MEM 219.152344 1676165403.6521
MEM 219.132812 1676165403.8340
MEM 215.250000 1676165403.9987
MEM 219.375000 1676165404.1671
MEM 219.375000 1676165404.3183
MEM 219.375000 1676165404.4860
MEM 219.375000 1676165404.6269
MEM 219.375000 1676165404.7722
MEM 215.234375 1676165404.9136
MEM 217.296875 1676165405.0668
MEM 217.296875 1676165405.2282
MEM 217.296875 1676165405.3935
MEM 217.296875 1676165405.5672
MEM 217.296875 1676165405.7341
MEM 217.296875 1676165405.8885
MEM 217.296875 1676165406.0387
MEM 219.101562 1676165406.1855
MEM 219.101562 1676165406.3312
MEM 219.101562 1676165406.4776
MEM 219.101562 1676165406.6334
MEM 219.101562 1676165406.8047
MEM 219.101562 1676165406.9489
MEM 219.101562 1676165407.1048
MEM 219.101562 1676165407.2544
MEM 219.101562 1676165407.4315
MEM 219.101562 1676165407.5926
MEM 219.101562 1676165407.7508
MEM 215.226562 1676165407.9181
MEM 212.617188 1676165408.0764
MEM 212.617188 1676165408.2651
MEM 212.617188 1676165408.4359
MEM 219.562500 1676165408.5962
MEM 219.562500 1676165408.7434
MEM 221.625000 1676165408.9018
MEM 221.625000 1676165409.0604
MEM 221.625000 1676165409.2011
MEM 221.625000 1676165409.3530
MEM 219.589844 1676165409.5248
MEM 221.652344 1676165409.6700
MEM 221.652344 1676165409.8318
MEM 221.652344 1676165409.9956
MEM 215.441406 1676165410.1775
MEM 221.628906 1676165410.3392
MEM 221.628906 1676165410.4992
MEM 221.628906 1676165410.6420
MEM 221.628906 1676165410.8022
